Range,Temp,Humid,Hight,HA_Start,HA_End,VA_Start,VA_End
4044,5.5,29.0,2180,17,34,5,4
4320,5.3,32.0,2330,17,0,5,7
4495,4.1,36.0,2453,16,64,5,15
4651,3.2,34.0,2550,16,32,5,19
4891,3.0,30.0,2652,16,3,5,14
4999,2.8,27.0,2754,15,45,5,24
5262,2.7,25.0,2856,14,97,5,17
5494,1.9,24.0,2959,14,33,5,14
5844,0.9,23.0,3061,14,8,4,99
6174,0.3,23.0,3151,13,93,4,86
6543,-0.7,23.0,3246,13,41,4,72
6836,-1.5,24.0,3334,13,14,4,64
7239,-2.6,25.0,3419,12,87,4,48
7544,-3.9,25.0,3515,12,57,4,42
7894,-5.1,26.0,3588,12,33,4,31
210,-1.2,40.0,281,37,63,5,84
409,-3.5,41.0,402,39,88,6,4
606,-4.9,43.0,523,40,66,6,13
769,-6.3,44.0,643,40,90,6,49
965,-7.7,46.0,764,41,34,6,45
1132,-9.2,48.0,893,42,19,6,73
1348,-10.6,50.0,1060,42,95,6,99
1558,-10.0,46.0,1192,43,49,6,92
1784,-11.2,39.0,1345,43,56,6,94
2008,-11.6,35.0,1498,43,87,6,97
2183,-12.3,33.0,1654,43,71,7,20
2350,-13.1,31.0,1797,43,71,7,36
2563,-14.0,30.0,1977,43,54,7,53
2737,-14.7,30.0,2113,43,24,7,59
2894,-14.8,29.0,2233,42,81,7,62
3132,-15.0,29.0,2408,42,25,7,64
3347,-15.2,28.0,2546,41,56,7,58
3556,-15.5,28.0,2676,40,83,7,51
3785,-15.9,27.0,2808,40,16,7,40
3980,-16.6,26.0,2922,39,27,7,33
4246,-17.4,26.0,3058,38,61,7,17
4519,-18.1,26.0,3195,37,83,7,3
4771,-19.0,26.0,3340,37,15,6,97
5074,-19.5,26.0,3483,36,63,6,82
5409,-20.1,26.0,3625,36,6,6,64
5746,-21.0,28.0,3760,35,61,6,47
6099,-22.0,31.0,3899,35,13,6,30
6474,-22.6,33.0,4035,34,77,6,13
6854,-22.8,33.0,4168,34,47,5,96
7208,-23.0,31.0,4300,34,19,5,84
7617,-23.4,29.0,4429,33,99,5,68
8028,-24.1,27.0,4559,33,75,5,54
8505,-24.8,26.0,4684,33,51,5,36
8910,-25.7,25.0,4804,33,31,5,24
9276,-26.4,25.0,4928,33,17,5,15
9718,-27.4,26.0,5051,33,2,5,4
10148,-28.3,26.0,5176,32,87,4,94
10658,-29.3,26.0,5296,32,71,4,80
11123,-30.1,26.0,5413,32,57,4,70
11573,-30.9,26.0,5532,32,49,4,61
12030,-31.7,26.0,5651,32,39,4,53
12529,-32.4,26.0,5768,32,35,4,43
12956,-33.2,26.0,5888,32,26,4,37
13427,-33.9,25.0,6003,32,18,4,30
13803,-34.7,25.0,6123,32,11,4,27
14286,-35.4,25.0,6238,32,4,4,20
14772,-36.2,24.0,6347,31,97,4,13
15173,-37.1,24.0,6459,31,88,4,9
15588,-38.2,24.0,6572,31,85,4,5
15990,-39.1,24.0,6684,31,82,4,1
16423,-39.9,24.0,6797,31,77,3,97
16799,-40.8,,6907,31,74,3,95
17284,-41.7,,7014,31,70,3,89
17573,-42.6,,7126,31,68,3,89
18035,-43.5,,7235,31,60,3,85
18396,-44.5,,7346,31,56,3,83
18807,-45.6,,7457,31,54,3,80
19114,-46.6,,7572,31,51,3,80
19586,-47.6,,7680,31,44,3,76
19934,-48.7,,7790,31,40,3,75
20154,-49.6,,7907,31,38,3,76
20658,-50.3,,8019,31,31,3,72
21100,-51.0,,8128,31,20,3,69
21422,-51.7,,8244,31,11,3,68
21879,-52.4,,8359,31,4,3,66
22194,-53.2,,8477,30,95,3,66
22669,-54.0,,8597,30,84,3,63
23385,-54.9,,8709,30,78,3,56
23771,-55.9,,8826,30,67,3,55
24413,-56.6,,8938,30,61,3,50
24772,-57.3,,9049,30,50,3,49
25218,-58.1,,9169,30,47,3,48
25750,-58.5,,9289,30,38,3,45
26167,-58.8,,9409,30,32,3,44
26446,-59.3,,9538,30,23,3,45
27105,-59.7,,9660,30,12,3,40
27513,-59.9,,9785,30,3,3,40
27939,-60.1,,9915,29,95,3,39
28606,-59.7,,10039,29,89,3,35
29085,-59.9,,10168,29,85,3,34
29615,-60.4,,10296,29,81,3,32
30198,-59.6,,10421,29,80,3,29
30487,-59.7,,10554,29,78,3,31
31106,-59.8,,10681,29,72,3,28
31576,-60.0,,10807,29,66,3,27
32153,-60.1,,10930,29,62,3,24
32783,-59.5,,11047,29,57,3,22
32959,-59.1,,11182,29,53,3,24
33746,-58.4,,11311,29,49,3,20
34240,-58.2,,11444,29,48,3,19
34825,-57.3,,11579,29,45,3,17
35800,-56.9,,11704,29,43,3,12
36150,-56.0,,11839,29,40,3,12
37031,-55.5,,11964,29,38,3,8
37206,-55.7,,12104,29,36,3,10
37714,-55.9,,12247,29,34,3,9
38795,-55.9,,12371,29,27,3,4
39073,-55.9,,12504,29,27,3,5
39563,-56.0,,12638,29,23,3,4
40193,-55.6,,12770,29,18,3,3
40966,-55.9,,12898,29,15,3,0
41340,-55.5,,13033,29,16,3,0
41919,-55.8,,13170,29,16,2,99
42747,-55.2,,13298,29,17,2,96
43451,-54.9,,13424,29,17,2,94
43645,-54.7,,13562,29,16,2,96
44403,-55.1,,13696,29,14,2,93
44935,-55.5,,13832,29,12,2,93
45403,-54.9,,13972,29,10,2,93
46308,-54.7,,14103,29,10,2,90
47189,-55.1,,14227,29,8,2,87
47776,-54.9,,14355,29,12,2,86
48481,-54.1,,14479,29,13,2,84
48823,-53.5,,14609,29,12,2,84
49792,-53.7,,14728,29,10,2,81
49750,-53.7,,14868,29,12,2,84
50588,-53.9,,15002,29,11,2,82
51164,-53.8,,15138,29,15,2,81
51913,-54.4,,15271,29,14,2,79
52200,-54.3,,15416,29,14,2,80
53172,-54.8,,15549,29,13,2,78
54005,-55.1,,15675,29,13,2,75
54552,-54.8,,15806,29,7,2,75
55437,-55.0,,15930,29,5,2,72
55812,-55.0,,16059,29,7,2,73
56051,-54.9,,16199,29,7,2,74
56437,-54.9,,16344,29,14,2,75
57040,-55.9,,16492,29,14,2,74
57795,-56.6,,16639,29,16,2,73
58750,-56.8,,16779,29,20,2,71
59206,-56.3,,16930,29,19,2,71
59752,-55.3,,17088,29,19,2,71
61096,-54.7,,17223,29,20,2,67
61694,-54.8,,17357,29,20,2,66
62297,-54.6,,17491,29,19,2,66
63050,-54.3,,17621,29,18,2,65
63031,-55.3,,17769,29,14,2,67
63433,-55.5,,17919,29,7,2,68
64340,-55.7,,18058,29,7,2,66
64598,-56.6,,18207,29,1,2,67
65128,-56.6,,18356,29,3,2,67
65414,-56.2,,18513,29,4,2,68
66107,-56.7,,18673,29,3,2,67
67297,-56.6,,18814,29,6,2,65
67805,-57.0,,18957,29,5,2,65
67713,-56.2,,19123,29,4,2,67
68284,-55.3,,19292,29,4,2,67
68835,-54.1,,19460,29,3,2,68
69323,-54.8,,19633,29,1,2,68
70055,-55.6,,19795,28,99,2,67
70495,-56.3,,19957,29,0,2,68
71051,-56.7,,20114,29,0,2,68
71063,-57.1,,20281,28,98,2,70
71619,-57.9,,20447,28,92,2,70
72740,-58.5,,20591,28,87,2,68
72853,-59.3,,20751,28,81,2,70
73393,-59.5,,20913,28,76,2,70
74245,-59.9,,21072,28,73,2,69
74402,-60.0,,21248,28,73,2,70
74893,-60.3,,21434,28,72,2,71
75820,-59.9,,21612,28,70,2,70
76462,-59.5,,21789,28,69,2,70
76384,-59.8,,21989,28,67,2,73
77352,-60.3,,22178,28,62,2,71
78557,-59.6,,22350,28,58,2,69
78725,-59.9,,22536,28,54,2,71
79395,-60.9,,22721,28,52,2,71
80020,-62.4,,22910,28,49,2,71
476,-0.6,59.0,255,34,7,1,94
356,-1.5,58.0,352,40,16,5,44
554,-3.0,57.0,448,42,6,5,22
654,-4.5,58.0,544,42,84,6,0
823,-6.0,60.0,641,43,24,5,96
1123,-7.5,61.0,815,43,18,5,94
1370,-9.1,63.0,978,42,85,6,11
1616,-10.0,64.0,1150,42,42,6,29
1834,-9.9,58.0,1301,41,91,6,41
2133,-9.6,48.0,1488,41,51,6,42
2394,-10.5,41.0,1639,40,87,6,36
2703,-11.7,37.0,1827,40,35,6,35
3005,-13.2,35.0,2002,39,92,6,30
3324,-14.5,35.0,2168,39,46,6,19
3628,-15.4,35.0,2323,39,9,6,10
3968,-16.9,36.0,2510,38,66,6,5
4283,-17.8,37.0,2675,38,29,5,99
4660,-18.6,37.0,2851,37,85,5,88
5036,-18.8,36.0,3034,37,34,5,80
5421,-18.3,35.0,3211,36,88,5,71
5851,-18.7,32.0,3407,36,45,5,62
6213,-18.8,30.0,3565,36,15,5,54
6725,-19.0,29.0,3779,35,85,5,43
7134,-19.7,27.0,3939,35,53,5,33
7603,-20.3,26.0,4105,35,33,5,21
8049,-21.4,26.0,4277,35,11,5,13
8534,-22.7,25.0,4452,34,92,5,3
9060,-24.0,25.0,4625,34,76,4,92
9482,-24.7,25.0,4799,34,62,4,88
9899,-25.4,25.0,4975,34,46,4,85
10347,-26.5,25.0,5149,34,36,4,80
10744,-27.9,25.0,5320,34,25,4,78
11144,-29.3,25.0,5491,34,13,4,76
11543,-30.7,25.0,5659,34,2,4,74
11992,-32.2,25.0,5834,33,91,4,71
12316,-33.8,25.0,6012,33,83,4,73
12773,-35.2,25.0,6188,33,72,4,69
13209,-36.6,25.0,6361,33,64,4,67
13641,-38.0,25.0,6536,33,59,4,64
14002,-39.5,25.0,6714,33,52,4,65
14516,-40.8,,6885,33,41,4,60
14855,-42.1,,7059,33,27,4,61
15366,-43.4,,7227,33,19,4,56
15715,-44.9,,7396,33,5,4,57
16146,-46.4,,7563,32,93,4,55
16469,-47.8,,7736,32,80,4,56
16844,-49.1,,7904,32,70,4,56
17264,-50.6,,8073,32,60,4,55
17697,-51.9,,8242,32,56,4,53
18128,-53.0,,8411,32,51,4,51
18564,-53.7,,8580,32,44,4,50
18987,-54.3,,8751,32,41,4,48
19338,-54.6,,8928,32,42,4,49
19806,-55.3,,9103,32,27,4,47
20325,-55.9,,9278,32,21,4,43
20900,-56.5,,9450,32,13,4,39
21395,-57.0,,9627,32,12,4,37
21997,-57.5,,9798,32,8,4,32
22388,-57.9,,9972,32,7,4,32
22772,-57.8,,10153,32,5,4,33
23339,-57.4,,10327,31,95,4,29
23896,-56.6,,10499,31,92,4,26
24493,-55.3,,10670,31,89,4,22
25014,-54.4,,10844,31,84,4,20
25666,-53.8,,11012,31,74,4,16
26240,-53.6,,11180,31,64,4,13
26864,-53.5,,11353,31,56,4,9
27462,-53.9,,11522,31,56,4,6
28126,-53.8,,11689,31,55,4,2
28836,-54.2,,11856,31,51,3,97
29532,-53.9,,12020,31,51,3,93
30116,-53.8,,12186,31,47,3,91
30799,-53.1,,12347,31,44,3,87
31249,-53.1,,12514,31,39,3,87
32094,-53.0,,12673,31,37,3,81
32662,-52.4,,12838,31,33,3,79
33323,-52.1,,12999,31,26,3,76
33965,-51.8,,13161,31,17,3,73
34899,-51.9,,13316,31,17,3,67
35588,-51.7,,13476,31,7,3,64
36169,-52.1,,13641,31,7,3,63
36803,-51.1,,13811,31,7,3,61
37683,-50.9,,13975,31,2,3,56
38622,-50.7,,14130,30,97,3,51
38913,-51.0,,14298,30,93,3,53
39596,-51.1,,14460,30,89,3,51
40442,-51.0,,14613,30,84,3,47
40877,-51.3,,14777,30,83,3,47
41226,-51.5,,14953,30,78,3,48
41951,-52.6,,15121,30,81,3,46
42689,-52.6,,15288,30,82,3,44
43443,-52.1,,15462,30,81,3,41
44154,-52.8,,15636,30,82,3,40
45028,-52.2,,15804,30,79,3,36
45754,-52.2,,15973,30,85,3,35
46363,-52.4,,16141,30,86,3,34
46879,-52.3,,16312,30,87,3,33
47584,-52.2,,16482,30,87,3,32
48274,-51.1,,16652,30,83,3,30
48894,-51.4,,16817,30,82,3,29
49609,-51.5,,16979,30,81,3,28
50071,-51.9,,17142,30,78,3,28
50362,-52.1,,17324,30,72,3,29
50684,-52.9,,17521,30,70,3,31
51573,-54.1,,17706,30,61,3,29
52526,-54.2,,17885,30,64,3,26
53300,-54.4,,18059,30,59,3,24
53404,-54.6,,18250,30,58,3,27
54408,-54.2,,18435,30,49,3,24
54697,-54.6,,18631,30,49,3,26
55338,-54.6,,18817,30,45,3,25
55912,-55.0,,19007,30,40,3,25
56610,-55.4,,19185,30,36,3,24
57244,-55.9,,19363,30,34,3,24
57985,-57.0,,19540,30,30,3,22
58525,-57.3,,19723,30,34,3,22
59074,-57.7,,19908,30,30,3,22
59740,-57.7,,20094,30,23,3,22
60557,-56.7,,20272,30,26,3,20
61294,-56.2,,20450,30,18,3,19
61872,-56.2,,20629,30,21,3,19
62240,-56.2,,20824,30,21,3,20
62842,-56.2,,21028,30,21,3,20
63631,-56.5,,21218,30,14,3,19
64378,-56.1,,21393,30,9,3,18
64876,-56.5,,21562,30,11,3,18
64795,-56.6,,21758,30,8,3,21
65578,-56.9,,21947,30,0,3,20
66455,-57.2,,22128,30,1,3,18
66898,-58.0,,22315,30,3,3,19
129,14.0,68.0,223,7,95,7,66
222,16.2,65.0,316,18,81,9,46
357,15.6,59.0,409,22,15,8,56
468,14.4,57.0,501,22,6,8,74
579,13.3,55.0,594,22,54,8,86
806,11.9,55.0,773,22,91,8,83
1012,10.4,57.0,923,23,49,8,61
1247,8.9,59.0,1099,23,77,8,50
1470,7.4,61.0,1259,23,88,8,37
1746,5.8,63.0,1454,24,7,8,22
1983,4.4,65.0,1618,24,12,8,10
2239,2.9,65.0,1806,24,8,8,8
2465,1.5,65.0,1959,23,98,7,98
2734,0.2,64.0,2121,23,87,7,79
2989,-0.9,63.0,2288,23,66,7,70
3247,-1.9,63.0,2479,23,25,7,72
3456,-3.1,62.0,2626,22,99,7,71
3624,-2.0,59.0,2761,22,68,7,76
3817,-1.1,47.0,2917,22,43,7,82
4029,-1.6,38.0,3071,22,12,7,82
4311,-2.6,33.0,3271,21,89,7,80
4521,-3.7,37.0,3388,21,79,7,68
4835,-4.7,41.0,3590,21,57,7,61
5072,-5.9,44.0,3741,21,22,7,57
5320,-7.3,46.0,3902,20,90,7,52
5563,-8.2,47.0,4067,20,43,7,51
5794,-8.9,47.0,4235,19,94,7,52
6057,-8.1,40.0,4401,19,57,7,47
6351,-9.1,33.0,4565,19,32,7,38
6620,-10.6,30.0,4738,19,8,7,35
6933,-11.0,29.0,4913,18,77,7,27
7213,-11.7,28.0,5075,18,53,7,21
7576,-12.7,26.0,5240,18,25,7,7
7891,-14.0,26.0,5414,17,91,7,1
8267,-15.1,26.0,5587,17,57,6,89
8618,-16.5,26.0,5759,17,32,6,80
8963,-17.8,27.0,5934,17,8,6,73
9312,-19.0,27.0,6104,16,86,6,65
9622,-20.4,27.0,6280,16,67,6,62
9982,-21.7,27.0,6460,16,51,6,56
10377,-22.7,27.0,6633,16,29,6,47
10756,-24.0,27.0,6810,16,15,6,40
11095,-25.1,27.0,6988,15,97,6,36
11591,-26.1,28.0,7163,15,85,6,23
11970,-27.4,30.0,7339,15,67,6,17
12381,-28.8,33.0,7518,15,58,6,11
12791,-30.2,36.0,7697,15,43,6,5
13233,-31.3,38.0,7875,15,33,5,97
13667,-32.5,40.0,8054,15,18,5,91
14107,-33.7,41.0,8230,15,10,5,84
14628,-35.0,42.0,8404,15,0,5,74
15124,-36.3,42.0,8579,14,95,5,66
15689,-37.3,41.0,8752,14,86,5,56
16221,-38.5,40.0,8929,14,83,5,48
16735,-39.7,38.0,9114,14,83,5,41
17384,-41.0,,9291,14,81,5,30
17982,-42.7,,9467,14,74,5,21
18469,-44.1,,9648,14,71,5,17
19029,-45.1,,9829,14,70,5,11
19791,-46.3,,10002,14,63,4,99
20471,-47.1,,10180,14,59,4,89
21136,-48.6,,10342,14,52,4,80
21805,-49.7,,10488,14,52,4,72
22445,-50.8,,10659,14,49,4,65
23171,-51.7,,10838,14,45,4,58
23777,-52.5,,11019,14,44,4,53
24455,-52.9,,11197,14,44,4,47
24921,-53.9,,11383,14,44,4,46
25896,-54.5,,11556,14,37,4,35
26626,-55.5,,11726,14,33,4,29
27355,-55.8,,11884,14,30,4,23
28086,-54.9,,12039,14,26,4,17
28501,-53.3,,12204,14,23,4,16
28991,-53.1,,12367,14,19,4,15
29541,-52.2,,12529,14,13,4,12
30197,-51.5,,12687,14,8,4,8
30690,-50.4,,12852,14,0,4,7
31183,-50.1,,13018,13,96,4,5
31741,-49.6,,13181,13,95,4,3
32177,-48.3,,13342,13,91,4,2
32249,-48.8,,13527,13,83,4,7
33271,-47.8,,13682,13,80,3,99
33795,-48.2,,13842,13,76,3,97
34237,-48.6,,14009,13,74,3,97
34750,-48.6,,14178,13,74,3,96
35155,-48.9,,14345,13,72,3,96
35408,-49.5,,14505,13,67,3,97
35897,-50.0,,14687,13,64,3,97
36583,-49.8,,14845,13,60,3,93
36951,-50.6,,15003,13,56,3,94
37174,-51.0,,15171,13,50,3,96
37765,-51.1,,15332,13,43,3,94
38386,-51.0,,15491,13,40,3,91
38635,-51.0,,15660,13,31,3,93
39103,-50.8,,15835,13,22,3,93
39895,-51.1,,15998,13,20,3,89
40438,-51.7,,16160,13,13,3,87
40924,-52.1,,16330,13,16,3,87
41388,-52.5,,16505,13,16,3,86
41652,-52.6,,16677,13,15,3,88
41820,-53.4,,16834,13,11,3,90
42025,-54.0,,17009,13,8,3,92
42455,-53.8,,17183,13,5,3,92
42637,-54.8,,17348,13,2,3,95
42807,-55.3,,17531,13,2,3,98
43132,-56.0,,17710,12,95,3,99
43496,-55.3,,17886,12,89,3,99
43762,-54.5,,18067,12,87,4,1
44226,-53.9,,18259,12,82,4,1
44478,-54.5,,18433,12,81,4,3
44881,-54.9,,18621,12,80,4,3
44980,-55.7,,18812,12,78,4,7
45011,-56.4,,18989,12,76,4,11
45321,-57.3,,19172,12,71,4,12
45608,-57.2,,19350,12,72,4,13
45585,-57.6,,19542,12,70,4,18
45732,-57.5,,19735,12,71,4,21
45839,-57.5,,19920,12,67,4,24
45985,-57.4,,20108,12,65,4,27
46337,-57.4,,20295,12,67,4,28
46495,-56.9,,20480,12,65,4,30
46605,-57.9,,20678,12,59,4,34
46733,-58.7,,20890,12,59,4,37
46888,-59.3,,21114,12,59,4,41
47067,-59.5,,21349,12,59,4,44
47269,-59.4,,21596,12,59,4,48
47492,-58.6,,21853,12,59,4,51
47733,-56.7,,22120,12,59,4,55
47859,-55.0,,22390,12,59,4,59
47962,-54.9,,22635,12,61,4,64
47953,-55.1,,22831,12,61,4,69
47893,-55.0,,22976,12,60,4,73
115,16.8,55.0,235,23,82,10,96
258,15.0,58.0,340,25,92,9,11
420,13.8,61.0,445,24,97,8,12
545,12.8,60.0,551,24,43,8,42
691,11.8,57.0,656,24,52,8,27
863,10.2,59.0,788,24,26,8,28
1168,9.0,58.0,1004,23,91,8,7
1384,7.5,57.0,1158,23,58,8,0
1609,5.9,58.0,1335,23,55,8,8
1823,4.4,59.0,1480,23,34,7,97
2090,2.8,62.0,1719,23,25,8,25
2288,1.4,61.0,1855,23,17,8,16
2468,0.1,59.0,2014,23,17,8,30
2788,-1.2,58.0,2268,23,17,8,34
2883,-1.6,55.0,2341,23,6,8,34
3141,-0.7,48.0,2513,23,0,8,23
3432,-1.1,42.0,2705,23,5,8,10
3708,-1.6,38.0,2884,23,4,7,99
3979,-2.3,36.0,3070,23,3,7,94
4144,-3.2,36.0,3182,22,75,7,91
4427,-4.1,36.0,3385,22,74,7,89
4676,-4.4,35.0,3539,22,74,7,80
4967,-5.6,34.0,3751,22,46,7,80
5191,-6.7,33.0,3913,22,40,7,80
5476,-7.5,32.0,4085,22,9,7,71
5792,-8.6,32.0,4260,21,91,7,58
6059,-9.2,32.0,4435,21,70,7,55
6398,-8.8,31.0,4612,21,32,7,41
6666,-9.6,32.0,4782,21,9,7,38
6970,-10.8,33.0,4960,20,86,7,31
7238,-12.0,34.0,5134,20,61,7,29
7522,-13.1,34.0,5288,20,64,7,21
7787,-14.5,34.0,5418,20,71,7,13
8031,-15.4,34.0,5530,20,78,7,4
7621,-16.2,35.0,5679,23,33,7,79
7904,-17.1,35.0,5851,23,20,7,73
8236,-18.1,36.0,6101,23,3,7,74
8600,-19.4,39.0,6382,22,65,7,77
9044,-20.2,44.0,6640,22,36,7,67
9431,-21.7,48.0,6869,22,1,7,60
9796,-23.1,51.0,7075,21,78,7,53
10371,-24.2,51.0,7299,21,44,7,29
10660,-25.6,52.0,7544,21,22,7,34
11070,-26.7,51.0,7780,20,86,7,29
11542,-27.3,50.0,7998,20,45,7,16
11960,-28.3,47.0,8217,20,25,7,9
12498,-29.4,45.0,8429,19,93,6,93
12965,-30.4,43.0,8656,19,91,6,85
13823,-31.8,41.0,8870,19,36,6,54
13961,-33.0,40.0,9122,19,35,6,68
14634,-33.9,39.0,9376,19,17,6,53
15159,-35.1,38.0,9642,19,16,6,48
15698,-36.4,38.0,9919,19,13,6,43
16189,-38.1,37.0,11227,11,54,7,21
16908,-39.1,38.0,12588,14,64,7,91
17502,-40.3,,12943,14,54,7,84
20846,-41.6,,13099,14,60,6,41
21251,-42.3,,11543,14,76,5,41
20382,-43.3,,10887,14,55,5,31
21109,-44.5,,11035,14,55,5,18
21724,-45.7,,11181,14,41,5,9
232,19.2,45.0,273,28,89,5,16
411,17.8,46.0,392,28,19,5,91
663,16.2,47.0,511,27,91,5,43
700,14.8,47.0,631,28,15,7,16
866,13.3,48.0,750,28,23,7,26
1070,12.1,51.0,889,28,26,7,24
1301,10.8,54.0,1046,28,23,7,21
1443,9.6,57.0,1152,28,19,7,29
1625,8.4,59.0,1316,28,22,7,61
1771,7.3,60.0,1444,28,14,7,79
1942,6.2,60.0,1586,28,11,7,92
2164,5.2,59.0,1751,28,8,7,93
2404,4.0,57.0,1913,27,87,7,84
2595,2.8,57.0,2047,27,87,7,81
2815,1.6,57.0,2194,27,66,7,74
3039,0.7,58.0,2344,27,51,7,69
3254,-0.3,58.0,2507,27,19,7,72
3434,-1.6,57.0,2669,27,17,7,85
3613,-2.1,51.0,2836,27,18,7,99
3869,-3.1,45.0,3019,27,19,7,96
4070,-3.7,39.0,3178,27,19,8,0
4316,-3.9,35.0,3340,27,23,7,93
4520,-4.4,32.0,3503,27,33,7,97
4694,-4.7,31.0,3654,27,24,8,4
4885,-5.8,31.0,3810,27,21,8,8
5097,-6.4,31.0,3970,27,26,8,8
5334,-7.3,30.0,4129,27,35,8,3
5224,-7.7,29.0,4324,30,40,8,83
5432,-8.4,28.0,4523,30,23,8,92
5725,-9.2,28.0,4728,29,99,8,84
327,28.5,36.0,257,54,81,5,21
393,26.4,38.0,427,2,20,9,93
536,23.5,40.0,596,7,37,11,91
706,21.0,43.0,766,8,56,12,28
899,18.5,45.0,935,8,56,11,75
1120,16.3,47.0,1134,7,99,11,51
1302,14.1,50.0,1305,7,83,11,52
1580,12.0,53.0,1556,7,74,11,39
1836,9.9,56.0,1783,7,70,11,23
1971,8.1,59.0,1906,7,67,11,22
2194,6.6,62.0,2100,7,73,11,8
2434,4.9,62.0,2319,7,4,11,7
2594,4.6,62.0,2459,5,97,11,1
2765,3.5,61.0,2628,5,47,11,12
3063,2.5,60.0,2905,4,49,11,15
3171,1.7,57.0,2997,3,82,11,9
3362,0.6,56.0,3164,3,22,11,3
3641,0.0,56.0,3416,2,85,11,1
3814,-1.0,53.0,3557,2,67,10,91
4115,-2.0,53.0,3824,2,41,10,87
4226,-3.0,49.0,3907,2,29,10,77
4487,-3.6,50.0,4128,2,25,10,70
4649,-4.7,49.0,4263,2,32,10,65
4875,-5.9,42.0,4451,2,45,10,58
5109,-6.6,36.0,4632,2,90,10,46
5399,-6.6,34.0,4824,3,50,10,22
5715,-7.7,32.0,5010,4,6,9,91
6049,-9.2,31.0,5200,4,52,9,61
6398,-10.6,31.0,5389,4,77,9,33
6687,-12.2,30.0,5576,5,9,9,19
7044,-13.4,30.0,5756,5,22,8,93
7346,-14.6,29.0,5930,5,44,8,78
7714,-16.1,30.0,6110,5,58,8,55
8071,-17.6,30.0,6296,5,75,8,38
8405,-18.9,31.0,6479,5,91,8,25
8822,-20.3,33.0,6658,6,6,8,2
9228,-21.6,35.0,6836,6,22,7,83
9609,-22.6,37.0,7018,6,37,7,69
9959,-24.1,40.0,7197,6,51,7,59
10321,-25.6,43.0,7367,6,54,7,47
10709,-26.4,44.0,7562,6,59,7,38
11110,-27.8,44.0,7734,6,64,7,25
11523,-28.9,45.0,7915,6,70,7,13
11887,-30.3,45.0,8095,6,73,7,6
12348,-31.8,45.0,8267,6,76,6,91
12788,-33.2,46.0,8436,6,77,6,79
13223,-34.7,46.0,8607,6,78,6,69
13644,-36.1,47.0,8775,6,82,6,59
14039,-37.1,46.0,8950,6,85,6,52
14543,-38.1,44.0,9126,6,89,6,40
15057,-39.2,43.0,9299,6,92,6,29
15479,-40.6,,9470,6,93,6,22
16026,-41.8,,9627,7,0,6,9
16444,-43.2,,9784,7,5,6,2
16946,-43.8,,9938,7,4,5,92
334,24.1,37.0,287,44,18,4,80
540,22.6,37.0,406,47,20,5,21
971,21.1,38.0,525,47,45,4,5
1154,19.9,39.0,644,47,91,4,45
1477,19.4,41.0,764,49,23,4,26
1887,19.0,41.0,913,50,66,4,11
2355,18.4,46.0,1074,51,96,3,96
2889,18.2,46.0,1240,52,83,3,78
3465,18.0,42.0,1393,53,41,3,58
4110,17.0,40.0,1544,53,66,3,36
4823,16.1,39.0,1711,53,80,3,20
5512,14.9,39.0,1874,53,80,3,8
6131,13.9,40.0,2041,53,69,3,3
6796,12.4,41.0,2210,53,70,2,98
7458,10.9,42.0,2412,53,64,2,97
8075,9.6,44.0,2599,53,62,2,97
8615,8.2,46.0,2751,53,55,2,96
9199,6.9,49.0,2924,53,50,2,95
9789,5.6,51.0,3098,53,31,2,95
10410,4.3,51.0,3257,53,18,2,92
11048,3.0,52.0,3428,52,99,2,90
11753,1.6,53.0,3591,52,80,2,86
12422,0.2,55.0,3782,52,68,2,85
13101,-1.1,58.0,3941,52,56,2,82
13786,-1.9,60.0,4101,52,44,2,79
14429,-2.6,61.0,4265,52,27,2,78
15060,-3.4,60.0,4429,52,20,2,77
15578,-4.4,58.0,4594,52,13,2,78
16172,-5.2,57.0,4756,52,7,2,77
16703,-6.1,55.0,4917,52,2,2,78
17169,-7.6,53.0,5078,51,98,2,79
17731,-8.7,51.0,5232,52,0,2,79
18271,-10.3,49.0,5377,52,2,2,78
18785,-11.7,48.0,5515,52,4,2,78
19276,-13.1,46.0,5646,52,6,2,77
19746,-14.3,44.0,5770,52,8,2,77
20189,-15.3,41.0,5886,52,10,2,76
20610,-16.0,39.0,5995,52,12,2,76
20938,-16.1,36.0,6103,52,13,2,76
21156,-16.6,36.0,6236,52,15,2,79
21693,-17.0,38.0,6378,52,20,2,78
21793,-17.3,40.0,6532,52,24,2,84
22011,-18.0,42.0,6686,52,29,2,88
22378,-18.9,42.0,6833,52,36,2,89
22856,-19.8,41.0,6974,52,44,2,89
23305,-20.9,41.0,7111,52,53,2,89
23605,-22.0,41.0,7247,52,62,2,91
23812,-23.1,41.0,7385,52,71,2,95
24088,-24.2,41.0,7522,52,76,2,97
24313,-25.3,41.0,7660,52,80,3,0
24743,-26.5,40.0,7790,52,85,2,99
24953,-27.5,39.0,7923,52,91,3,2
25190,-28.7,38.0,8053,52,96,3,4
25363,-29.9,38.0,8188,53,2,3,8
25715,-31.1,37.0,8323,53,7,3,8
25901,-32.4,37.0,8462,53,12,3,11
26113,-33.7,36.0,8604,53,18,3,14
26566,-35.3,35.0,8739,53,22,3,14
26808,-36.6,35.0,8877,53,28,3,16
27085,-37.9,34.0,9015,53,31,3,18
27337,-39.3,34.0,9156,53,38,3,20
27412,-40.4,,9302,53,44,3,24
